ticket_id,customer_id,ticket_date,issue_type,resolution_time_hours,satisfaction_score,resolved
TICK015051,CUST025557,2025-07-17,Refund,13.8,4.4,Yes
TICK015052,CUST011249,2024-06-26,Product Quality,38.3,2.3,Yes
TICK015053,CUST009949,2024-01-26,Payment Issue,27.8,3.9,Yes
TICK015054,CUST049822,2024-09-30,Payment Issue,10.1,4.0,Yes
TICK015055,CUST049284,2025-11-09,Product Quality,79.7,3.8,Yes
TICK015056,CUST023483,2025-06-09,Payment Issue,18.9,3.7,Yes
TICK015057,CUST036489,2024-01-03,Refund,4.4,3.4,Yes
TICK015058,CUST043175,2024-05-12,Refund,16.9,3.5,Yes
TICK015059,CUST037345,2025-11-05,Payment Issue,7.3,5.0,Yes
TICK015060,CUST015486,2025-09-03,Delivery Delay,23.8,3.2,Yes
TICK015061,CUST041233,2024-04-24,Cancellation,25.5,3.1,Yes
TICK015062,CUST016938,2024-07-08,Product Information,8.1,3.7,Yes
TICK015063,CUST000165,2025-02-28,Cancellation,9.5,2.1,Yes
TICK015064,CUST019258,2025-09-22,Refund,82.8,3.4,Yes
TICK015065,CUST023708,2024-04-05,Product Quality,49.3,3.5,Yes
TICK015066,CUST023102,2025-11-28,Delivery Delay,6.7,4.8,Yes
TICK015067,CUST032724,2025-01-16,Delivery Delay,14.6,5.0,Yes
TICK015068,CUST023847,2025-05-11,Delivery Delay,49.0,3.5,Yes
TICK015069,CUST026133,2025-11-18,Product Information,14.2,3.6,Yes
TICK015070,CUST047787,2025-07-05,Refund,13.8,4.2,Yes
TICK015071,CUST001272,2024-06-11,Delivery Delay,6.6,3.5,Yes
TICK015072,CUST007596,2024-06-09,Delivery Delay,20.5,1.9,Yes
TICK015073,CUST027889,2025-05-11,Product Quality,15.3,2.7,Yes
TICK015074,CUST030935,2024-10-11,Account Access,7.4,2.5,Yes
TICK015075,CUST035613,2025-11-08,Payment Issue,14.4,5.0,Yes
TICK015076,CUST012995,2025-01-05,Delivery Delay,35.9,2.4,Yes
TICK015077,CUST027395,2024-10-16,Cancellation,9.1,4.1,Yes
TICK015078,CUST026935,2024-08-12,Delivery Delay,6.0,3.6,No
TICK015079,CUST007018,2025-12-29,Delivery Delay,38.2,4.3,No
TICK015080,CUST014903,2024-02-02,Cancellation,12.2,2.9,Yes
TICK015081,CUST030084,2025-12-19,Product Information,41.2,4.6,No
TICK015082,CUST013052,2024-06-02,Product Information,39.8,4.4,Yes
TICK015083,CUST009776,2024-08-31,Payment Issue,8.4,3.2,Yes
TICK015084,CUST043107,2025-09-17,Cancellation,9.6,3.9,Yes
TICK015085,CUST021891,2024-05-30,Payment Issue,25.2,5.0,Yes
TICK015086,CUST024383,2024-04-07,Product Information,54.6,2.3,Yes
TICK015087,CUST007430,2024-10-14,Product Information,13.8,3.4,Yes
TICK015088,CUST046289,2024-04-24,Product Quality,51.3,3.8,Yes
TICK015089,CUST031371,2024-02-24,Account Access,24.1,2.7,Yes
TICK015090,CUST008948,2025-12-09,Payment Issue,22.4,4.9,Yes
TICK015091,CUST016691,2025-09-13,Account Access,4.2,5.0,Yes
TICK015092,CUST000045,2025-09-28,Account Access,15.8,2.9,Yes
TICK015093,CUST020886,2025-10-16,Delivery Delay,44.3,2.9,Yes
TICK015094,CUST015024,2025-04-18,Cancellation,35.1,2.4,Yes
TICK015095,CUST033845,2024-01-06,Delivery Delay,5.9,4.8,Yes
TICK015096,CUST011374,2025-05-09,Product Information,6.2,3.0,Yes
TICK015097,CUST010061,2024-12-11,Cancellation,14.6,3.9,Yes
TICK015098,CUST049970,2024-07-11,Product Quality,19.3,2.0,Yes
TICK015099,CUST040813,2024-01-23,Product Quality,18.4,3.9,Yes
TICK015100,CUST026962,2024-05-24,Account Access,41.9,4.2,Yes
TICK015101,CUST025850,2024-04-04,Product Quality,8.9,3.7,Yes
TICK015102,CUST002089,2024-10-19,Cancellation,22.6,3.4,Yes
TICK015103,CUST025243,2024-09-01,Product Information,7.3,3.2,Yes
TICK015104,CUST047223,2024-02-24,Product Information,6.5,2.3,Yes
TICK015105,CUST042788,2025-12-12,Account Access,13.8,3.1,Yes
TICK015106,CUST022722,2025-08-19,Delivery Delay,44.8,3.4,Yes
TICK015107,CUST018169,2024-01-17,Account Access,33.6,3.0,Yes
TICK015108,CUST033533,2025-12-22,Product Quality,27.4,3.1,Yes
TICK015109,CUST010853,2025-03-31,Payment Issue,13.9,4.9,Yes
TICK015110,CUST001339,2024-12-14,Account Access,11.1,2.6,Yes
TICK015111,CUST010425,2024-03-18,Cancellation,17.8,3.7,Yes
TICK015112,CUST037155,2024-06-07,Payment Issue,27.0,3.8,No
TICK015113,CUST003293,2025-09-09,Delivery Delay,51.0,3.9,Yes
TICK015114,CUST041824,2024-05-23,Account Access,20.3,4.0,No
TICK015115,CUST012203,2024-10-23,Product Information,15.4,4.3,Yes
TICK015116,CUST014157,2024-08-22,Product Quality,38.2,2.6,Yes
TICK015117,CUST020544,2024-10-07,Refund,6.6,3.3,Yes
TICK015118,CUST021232,2025-12-05,Payment Issue,10.4,5.0,Yes
TICK015119,CUST010063,2024-08-26,Payment Issue,5.1,4.4,Yes
TICK015120,CUST031356,2025-08-06,Payment Issue,18.8,3.8,Yes
TICK015121,CUST027776,2025-05-08,Delivery Delay,14.9,2.6,Yes
TICK015122,CUST000920,2025-06-05,Product Quality,14.8,4.6,Yes
TICK015123,CUST022541,2025-01-08,Product Information,19.0,3.6,Yes
TICK015124,CUST013899,2025-06-02,Product Quality,9.7,3.6,Yes
TICK015125,CUST045058,2025-09-19,Product Quality,14.6,4.1,Yes
TICK015126,CUST022991,2025-07-24,Account Access,7.0,4.5,Yes
TICK015127,CUST029017,2025-11-08,Product Quality,27.0,4.3,Yes
TICK015128,CUST008653,2024-11-07,Product Information,38.0,2.8,Yes
TICK015129,CUST000321,2025-10-14,Product Information,20.3,2.9,No
TICK015130,CUST001952,2024-01-20,Refund,16.6,3.3,Yes
TICK015131,CUST042004,2024-03-24,Account Access,11.8,3.5,Yes
TICK015132,CUST015788,2025-11-20,Payment Issue,37.5,4.9,Yes
TICK015133,CUST011402,2024-07-23,Delivery Delay,7.2,1.6,Yes
TICK015134,CUST046790,2024-04-23,Delivery Delay,41.2,3.7,Yes
TICK015135,CUST014483,2024-08-15,Refund,37.3,5.0,Yes
TICK015136,CUST020918,2025-07-01,Cancellation,26.9,3.6,Yes
TICK015137,CUST006567,2025-10-25,Refund,12.6,2.3,Yes
TICK015138,CUST000239,2024-08-07,Refund,16.2,3.5,Yes
TICK015139,CUST019704,2025-05-18,Account Access,6.6,3.1,Yes
TICK015140,CUST015329,2024-11-18,Account Access,17.8,2.8,Yes
TICK015141,CUST043641,2025-12-13,Product Quality,18.9,5.0,Yes
TICK015142,CUST009245,2024-07-24,Product Quality,80.9,3.8,Yes
TICK015143,CUST002169,2025-05-13,Delivery Delay,11.7,3.3,Yes
TICK015144,CUST015340,2024-11-08,Delivery Delay,29.6,5.0,Yes
TICK015145,CUST046092,2025-07-02,Delivery Delay,21.5,4.3,No
TICK015146,CUST024078,2025-03-02,Product Quality,20.3,3.4,Yes
TICK015147,CUST025807,2024-05-08,Payment Issue,13.4,3.6,Yes
TICK015148,CUST027813,2025-02-05,Delivery Delay,8.2,3.8,Yes
TICK015149,CUST039830,2024-04-30,Refund,51.4,2.5,Yes
TICK015150,CUST043505,2024-07-14,Refund,21.1,3.0,Yes
TICK015151,CUST029506,2024-05-02,Delivery Delay,10.4,4.7,Yes
TICK015152,CUST033216,2024-09-12,Product Information,25.0,3.9,Yes
TICK015153,CUST012596,2024-08-05,Refund,23.7,4.4,Yes
TICK015154,CUST002055,2024-11-12,Delivery Delay,14.8,4.7,Yes
TICK015155,CUST029836,2024-01-22,Product Quality,38.0,4.9,Yes
TICK015156,CUST024920,2024-11-26,Account Access,11.6,4.2,Yes
TICK015157,CUST031221,2024-09-20,Payment Issue,9.5,3.2,Yes
TICK015158,CUST025232,2025-01-01,Delivery Delay,4.6,4.2,Yes
TICK015159,CUST027390,2024-07-02,Delivery Delay,11.1,3.2,Yes
TICK015160,CUST012316,2024-03-09,Payment Issue,10.9,3.5,Yes
TICK015161,CUST033567,2025-02-15,Product Information,5.9,3.7,Yes
TICK015162,CUST005213,2025-01-05,Product Information,20.7,3.7,Yes
TICK015163,CUST029740,2024-02-23,Refund,25.8,1.9,Yes
TICK015164,CUST021807,2024-06-16,Refund,61.7,4.3,No
TICK015165,CUST044501,2025-08-21,Delivery Delay,16.5,3.5,Yes
TICK015166,CUST020306,2024-07-28,Refund,27.5,5.0,Yes
TICK015167,CUST026353,2024-10-24,Product Information,37.8,4.3,Yes
TICK015168,CUST000034,2024-05-10,Payment Issue,13.8,4.1,Yes
TICK015169,CUST017540,2024-09-13,Product Quality,10.9,3.2,Yes
TICK015170,CUST027628,2025-08-19,Product Quality,9.6,4.4,Yes
TICK015171,CUST012150,2025-04-03,Refund,22.0,4.3,Yes
TICK015172,CUST006141,2024-10-21,Product Information,27.6,3.3,Yes
TICK015173,CUST034187,2025-05-30,Delivery Delay,55.0,3.0,Yes
TICK015174,CUST029831,2025-12-06,Product Information,32.8,4.7,Yes
TICK015175,CUST004927,2025-01-02,Product Information,44.2,4.5,Yes
TICK015176,CUST002513,2024-03-06,Payment Issue,6.8,3.8,Yes
TICK015177,CUST018463,2024-12-03,Account Access,38.1,3.4,Yes
TICK015178,CUST015205,2025-08-19,Account Access,34.1,3.3,Yes
TICK015179,CUST023247,2024-10-27,Account Access,10.0,5.0,Yes
TICK015180,CUST048670,2024-09-11,Product Quality,46.0,4.3,Yes
TICK015181,CUST029994,2025-06-08,Refund,17.2,3.3,Yes
TICK015182,CUST046333,2025-09-22,Cancellation,20.6,4.1,Yes
TICK015183,CUST047557,2024-01-12,Refund,9.4,1.8,Yes
TICK015184,CUST009186,2024-08-13,Delivery Delay,39.7,3.4,Yes
TICK015185,CUST040098,2024-04-26,Delivery Delay,21.5,3.1,Yes
TICK015186,CUST039913,2025-07-08,Cancellation,26.8,4.4,Yes
TICK015187,CUST045628,2025-04-25,Cancellation,6.4,4.3,Yes
TICK015188,CUST041950,2024-06-01,Delivery Delay,23.9,4.2,Yes
TICK015189,CUST042548,2025-04-15,Payment Issue,25.8,5.0,Yes
TICK015190,CUST036007,2024-02-20,Delivery Delay,10.5,2.9,Yes
TICK015191,CUST007207,2024-12-09,Delivery Delay,19.0,2.8,Yes
TICK015192,CUST024176,2024-10-12,Cancellation,52.9,3.7,Yes
TICK015193,CUST037239,2025-10-07,Product Quality,11.2,4.6,Yes
TICK015194,CUST028925,2025-08-30,Product Quality,43.2,2.2,Yes
TICK015195,CUST004714,2024-05-08,Account Access,6.4,3.7,Yes
TICK015196,CUST013796,2024-02-04,Product Quality,9.8,3.6,Yes
TICK015197,CUST048886,2024-08-04,Refund,6.6,3.6,Yes
TICK015198,CUST002816,2025-03-20,Refund,38.0,3.9,Yes
TICK015199,CUST005509,2024-12-15,Delivery Delay,19.1,3.7,Yes
TICK015200,CUST011455,2025-08-10,Product Information,10.8,3.5,Yes
TICK015201,CUST001417,2025-01-27,Delivery Delay,38.5,3.9,Yes
TICK015202,CUST039175,2024-08-01,Cancellation,33.8,4.6,Yes
TICK015203,CUST007440,2024-10-23,Account Access,46.0,3.4,Yes
TICK015204,CUST039964,2025-05-17,Product Information,19.1,2.8,Yes
TICK015205,CUST034724,2025-11-05,Account Access,49.3,2.5,Yes
TICK015206,CUST014842,2025-02-07,Refund,8.3,3.1,Yes
TICK015207,CUST047409,2025-03-26,Cancellation,10.9,4.4,Yes
TICK015208,CUST020918,2024-03-29,Account Access,16.7,1.8,Yes
TICK015209,CUST021064,2024-02-28,Cancellation,21.7,3.3,Yes
TICK015210,CUST033845,2025-06-14,Payment Issue,36.8,5.0,Yes
TICK015211,CUST049736,2024-05-18,Product Information,9.7,4.0,Yes
TICK015212,CUST015084,2024-09-02,Refund,10.1,4.7,Yes
TICK015213,CUST040463,2025-12-11,Refund,28.1,4.0,Yes
TICK015214,CUST014154,2024-01-06,Account Access,46.3,4.8,Yes
TICK015215,CUST013971,2025-02-01,Product Information,30.5,4.5,Yes
TICK015216,CUST020921,2025-10-09,Delivery Delay,17.2,4.1,Yes
TICK015217,CUST015569,2024-02-06,Delivery Delay,47.7,3.6,Yes
TICK015218,CUST019441,2025-09-11,Cancellation,20.1,4.5,Yes
TICK015219,CUST030994,2024-03-13,Delivery Delay,47.5,2.6,Yes
TICK015220,CUST000221,2024-02-02,Refund,33.9,4.1,Yes
TICK015221,CUST000575,2025-04-02,Cancellation,13.3,1.7,Yes
TICK015222,CUST007058,2024-10-01,Delivery Delay,7.8,4.0,Yes
TICK015223,CUST007620,2025-03-28,Cancellation,13.2,4.1,Yes
TICK015224,CUST040177,2024-06-26,Payment Issue,5.9,4.1,Yes
TICK015225,CUST022528,2024-07-16,Product Information,37.2,3.9,Yes
TICK015226,CUST012799,2024-03-16,Payment Issue,11.3,3.4,Yes
TICK015227,CUST027671,2025-03-13,Refund,46.9,3.8,Yes
TICK015228,CUST020335,2024-10-18,Product Information,12.2,3.2,Yes
TICK015229,CUST047332,2024-06-09,Refund,42.0,2.3,No
TICK015230,CUST000389,2024-04-12,Delivery Delay,22.9,2.8,Yes
TICK015231,CUST007943,2024-04-01,Product Quality,7.8,4.2,Yes
TICK015232,CUST019121,2025-03-05,Account Access,10.4,4.3,Yes
TICK015233,CUST017608,2024-10-16,Payment Issue,9.9,3.1,Yes
TICK015234,CUST034984,2024-09-18,Product Information,28.7,2.9,Yes
TICK015235,CUST024281,2024-06-03,Product Information,27.4,3.6,Yes
TICK015236,CUST009838,2024-01-08,Delivery Delay,14.4,5.0,Yes
TICK015237,CUST018623,2024-12-09,Delivery Delay,9.3,3.9,Yes
TICK015238,CUST011897,2024-07-11,Refund,27.1,4.4,Yes
TICK015239,CUST047769,2025-06-11,Payment Issue,20.3,2.9,Yes
TICK015240,CUST035971,2024-03-29,Refund,33.0,3.6,Yes
TICK015241,CUST016489,2025-02-09,Delivery Delay,24.8,4.9,Yes
TICK015242,CUST041749,2024-10-19,Cancellation,25.1,2.6,Yes
TICK015243,CUST032159,2024-06-27,Payment Issue,10.9,4.8,Yes
TICK015244,CUST034564,2024-12-16,Refund,14.4,4.2,Yes
TICK015245,CUST022322,2024-09-05,Product Quality,20.5,3.1,Yes
TICK015246,CUST032083,2025-02-07,Delivery Delay,33.7,3.4,Yes
TICK015247,CUST049248,2025-09-24,Account Access,24.3,2.3,Yes
TICK015248,CUST026894,2025-04-04,Product Quality,12.5,2.4,Yes
TICK015249,CUST008269,2024-02-06,Delivery Delay,49.5,3.8,Yes
TICK015250,CUST042722,2024-01-12,Payment Issue,9.5,3.3,Yes
TICK015251,CUST037617,2025-06-22,Payment Issue,18.4,4.3,Yes
TICK015252,CUST014998,2024-08-03,Delivery Delay,16.9,4.5,Yes
TICK015253,CUST010018,2025-01-03,Payment Issue,24.4,5.0,Yes
TICK015254,CUST030456,2024-04-06,Refund,30.7,4.8,Yes
TICK015255,CUST011544,2025-06-12,Product Quality,20.1,4.7,Yes
TICK015256,CUST048168,2025-06-10,Refund,45.4,2.7,Yes
TICK015257,CUST023584,2024-12-16,Delivery Delay,14.5,4.9,Yes
TICK015258,CUST008255,2024-04-26,Refund,22.2,4.1,Yes
TICK015259,CUST039219,2024-05-20,Cancellation,13.2,3.4,Yes
TICK015260,CUST003343,2024-10-25,Product Information,35.8,4.7,Yes
TICK015261,CUST031999,2025-11-21,Account Access,15.5,5.0,Yes
TICK015262,CUST023300,2024-11-27,Delivery Delay,25.7,4.0,Yes
TICK015263,CUST006331,2024-09-13,Delivery Delay,16.8,2.1,Yes
TICK015264,CUST023462,2024-12-12,Cancellation,13.3,4.6,Yes
TICK015265,CUST027387,2025-09-13,Product Information,66.2,5.0,Yes
TICK015266,CUST023213,2025-11-08,Delivery Delay,18.4,1.2,Yes
TICK015267,CUST033390,2025-05-30,Delivery Delay,66.7,3.1,Yes
TICK015268,CUST001796,2025-09-16,Cancellation,13.7,3.0,Yes
TICK015269,CUST027431,2024-10-21,Account Access,9.9,2.9,Yes
TICK015270,CUST025764,2025-01-29,Account Access,7.8,3.5,Yes
TICK015271,CUST041063,2025-01-23,Payment Issue,29.2,2.7,Yes
TICK015272,CUST001912,2024-03-09,Payment Issue,9.9,2.0,No
TICK015273,CUST031477,2024-02-20,Product Quality,15.1,4.4,Yes
TICK015274,CUST017722,2025-06-14,Delivery Delay,11.6,3.7,Yes
TICK015275,CUST048544,2025-08-01,Refund,21.5,3.8,Yes
TICK015276,CUST027479,2024-02-20,Cancellation,2.7,5.0,Yes
TICK015277,CUST005979,2024-04-16,Refund,15.6,3.9,Yes
TICK015278,CUST032327,2024-01-31,Product Information,16.0,4.5,Yes
TICK015279,CUST015982,2024-07-07,Delivery Delay,12.0,4.0,Yes
TICK015280,CUST035582,2025-04-22,Product Quality,31.9,4.7,Yes
TICK015281,CUST009000,2024-04-15,Delivery Delay,40.2,3.6,Yes
TICK015282,CUST034137,2025-01-11,Payment Issue,30.8,4.9,Yes
TICK015283,CUST000272,2025-04-23,Product Quality,18.7,3.3,Yes
TICK015284,CUST010055,2024-10-05,Cancellation,11.4,4.8,Yes
TICK015285,CUST002168,2024-11-30,Delivery Delay,9.7,3.2,Yes
TICK015286,CUST020602,2024-05-26,Delivery Delay,8.5,4.1,Yes
TICK015287,CUST023472,2024-10-19,Product Quality,9.9,3.3,Yes
TICK015288,CUST032156,2024-08-20,Product Quality,33.7,5.0,No
TICK015289,CUST032132,2024-08-16,Payment Issue,16.4,3.9,Yes
TICK015290,CUST039135,2024-05-09,Refund,12.6,5.0,Yes
TICK015291,CUST016501,2024-11-20,Product Information,17.3,3.9,Yes
TICK015292,CUST037552,2024-09-27,Refund,5.7,5.0,Yes
TICK015293,CUST021315,2025-10-11,Product Information,41.7,4.4,Yes
TICK015294,CUST039416,2024-07-25,Refund,31.1,4.1,Yes
TICK015295,CUST000637,2024-11-02,Delivery Delay,10.0,3.4,Yes
TICK015296,CUST021372,2024-09-30,Product Quality,28.7,4.7,Yes
TICK015297,CUST027770,2024-12-20,Account Access,27.3,2.7,No
TICK015298,CUST033511,2024-02-03,Delivery Delay,19.5,4.1,Yes
TICK015299,CUST048999,2025-09-03,Account Access,6.5,4.3,Yes
TICK015300,CUST005952,2025-05-03,Payment Issue,31.1,5.0,Yes
TICK015301,CUST025322,2025-04-18,Refund,20.4,4.3,Yes
TICK015302,CUST049308,2024-07-04,Refund,7.4,3.8,Yes
TICK015303,CUST006654,2024-08-02,Payment Issue,7.7,3.0,No
TICK015304,CUST015468,2024-02-17,Account Access,25.9,4.0,Yes
TICK015305,CUST030200,2024-02-10,Refund,21.2,3.5,Yes
TICK015306,CUST023357,2025-12-28,Account Access,29.2,2.2,No
TICK015307,CUST037898,2024-05-18,Cancellation,14.5,4.6,Yes
TICK015308,CUST013133,2024-01-09,Product Quality,10.9,4.7,Yes
TICK015309,CUST040932,2024-10-10,Payment Issue,4.0,3.4,Yes
TICK015310,CUST016262,2024-11-03,Delivery Delay,12.6,4.9,Yes
TICK015311,CUST020218,2025-07-21,Delivery Delay,20.4,4.3,Yes
TICK015312,CUST006186,2024-06-06,Account Access,11.3,3.8,Yes
TICK015313,CUST015566,2025-09-26,Delivery Delay,18.5,3.7,Yes
TICK015314,CUST020481,2025-12-07,Refund,35.0,4.3,No
TICK015315,CUST013423,2025-08-26,Product Quality,10.7,4.7,Yes
TICK015316,CUST046931,2025-06-20,Product Quality,12.4,3.9,Yes
TICK015317,CUST045710,2025-07-10,Payment Issue,27.9,4.3,Yes
TICK015318,CUST036629,2024-10-28,Delivery Delay,17.1,5.0,Yes
TICK015319,CUST020351,2025-04-26,Delivery Delay,16.2,4.2,Yes
TICK015320,CUST017669,2025-06-29,Refund,8.4,4.2,Yes
TICK015321,CUST014414,2024-12-28,Cancellation,34.9,2.4,Yes
TICK015322,CUST009950,2024-06-09,Product Information,47.8,3.9,Yes
TICK015323,CUST039945,2025-08-17,Product Information,27.1,5.0,Yes
TICK015324,CUST008644,2024-05-05,Delivery Delay,15.4,2.8,Yes
TICK015325,CUST035469,2025-08-19,Account Access,14.4,2.1,Yes
TICK015326,CUST041756,2024-05-12,Product Quality,4.9,4.5,Yes
TICK015327,CUST027265,2025-07-05,Delivery Delay,25.9,2.9,Yes
TICK015328,CUST006311,2025-09-24,Product Information,10.7,3.0,Yes
TICK015329,CUST009305,2025-08-05,Refund,13.2,4.2,Yes
TICK015330,CUST013206,2024-05-06,Cancellation,16.0,3.1,Yes
TICK015331,CUST039902,2025-01-05,Cancellation,14.4,3.5,Yes
TICK015332,CUST027992,2024-02-25,Delivery Delay,19.7,3.3,Yes
TICK015333,CUST003318,2024-02-13,Delivery Delay,67.0,4.1,Yes
TICK015334,CUST023873,2025-09-01,Delivery Delay,9.9,3.8,Yes
TICK015335,CUST035892,2024-06-23,Delivery Delay,40.8,4.0,Yes
TICK015336,CUST013268,2024-05-09,Product Quality,30.2,3.4,Yes
TICK015337,CUST028583,2024-01-08,Account Access,14.5,5.0,Yes
TICK015338,CUST014059,2024-05-01,Product Quality,6.6,4.1,Yes
TICK015339,CUST023136,2025-12-04,Product Quality,20.8,4.2,No
TICK015340,CUST031043,2025-09-27,Refund,36.5,3.3,Yes
TICK015341,CUST039086,2024-01-19,Product Quality,34.3,1.9,Yes
TICK015342,CUST046033,2025-11-01,Refund,29.1,3.0,Yes
TICK015343,CUST009365,2024-02-05,Delivery Delay,8.5,3.5,Yes
TICK015344,CUST012476,2025-04-08,Refund,13.9,2.1,Yes
TICK015345,CUST012932,2024-11-18,Product Information,11.8,3.1,Yes
TICK015346,CUST041335,2024-10-02,Cancellation,3.9,4.3,Yes
TICK015347,CUST049428,2025-09-19,Refund,11.8,4.2,Yes
TICK015348,CUST002584,2024-03-16,Refund,8.2,2.5,Yes
TICK015349,CUST021685,2025-01-09,Product Quality,41.6,3.7,Yes
TICK015350,CUST023431,2025-04-09,Product Quality,17.3,3.2,Yes
TICK015351,CUST024060,2025-11-03,Delivery Delay,25.7,3.9,Yes
TICK015352,CUST032249,2025-12-09,Refund,36.5,5.0,Yes
TICK015353,CUST041544,2025-05-11,Cancellation,40.8,2.7,Yes
TICK015354,CUST024880,2024-12-01,Cancellation,22.2,3.5,Yes
TICK015355,CUST042421,2024-05-30,Cancellation,31.8,4.3,Yes
TICK015356,CUST023641,2024-08-03,Product Information,14.5,5.0,Yes
TICK015357,CUST012049,2024-04-25,Payment Issue,14.4,4.4,Yes
TICK015358,CUST031390,2025-12-26,Delivery Delay,29.6,3.3,Yes
TICK015359,CUST041508,2025-01-07,Product Information,14.4,3.1,Yes
TICK015360,CUST048809,2025-01-29,Product Quality,30.1,3.5,Yes
TICK015361,CUST002835,2024-05-08,Product Quality,10.5,3.1,Yes
TICK015362,CUST029097,2024-05-13,Refund,17.5,1.9,Yes
TICK015363,CUST015756,2025-11-18,Product Quality,28.1,5.0,No
TICK015364,CUST047587,2025-09-21,Delivery Delay,19.0,4.9,Yes
TICK015365,CUST042072,2025-06-27,Product Quality,23.2,4.0,Yes
TICK015366,CUST037076,2025-10-02,Delivery Delay,10.6,4.0,Yes
TICK015367,CUST021445,2024-09-09,Payment Issue,20.2,5.0,Yes
TICK015368,CUST031140,2025-07-16,Payment Issue,6.8,4.6,Yes
TICK015369,CUST049737,2024-05-06,Product Quality,25.8,3.7,Yes
TICK015370,CUST003693,2025-02-07,Refund,15.7,3.8,Yes
TICK015371,CUST042130,2024-05-19,Product Information,13.6,1.9,Yes
TICK015372,CUST037794,2025-04-15,Account Access,17.3,3.8,Yes
TICK015373,CUST022594,2025-11-16,Refund,34.7,1.6,Yes
TICK015374,CUST004419,2024-05-25,Refund,20.2,4.2,Yes
TICK015375,CUST007685,2024-08-18,Product Quality,13.9,4.1,Yes
TICK015376,CUST040045,2024-03-26,Delivery Delay,52.3,3.6,Yes
TICK015377,CUST013310,2024-04-03,Product Quality,60.6,2.5,Yes
TICK015378,CUST037205,2025-07-15,Product Quality,13.0,3.3,Yes
TICK015379,CUST014925,2025-08-06,Refund,31.8,3.5,Yes
TICK015380,CUST021404,2024-02-03,Account Access,24.3,3.8,Yes
TICK015381,CUST013465,2024-01-17,Delivery Delay,8.1,5.0,Yes
TICK015382,CUST019258,2024-09-06,Cancellation,4.6,3.4,Yes
TICK015383,CUST037361,2025-01-10,Payment Issue,27.2,5.0,Yes
TICK015384,CUST022888,2025-12-10,Refund,9.5,3.2,Yes
TICK015385,CUST042046,2025-12-17,Payment Issue,8.0,3.8,Yes
TICK015386,CUST007982,2025-04-17,Product Quality,62.2,3.2,Yes
TICK015387,CUST029945,2024-10-21,Refund,17.1,2.5,Yes
TICK015388,CUST028754,2025-01-28,Delivery Delay,13.2,3.9,Yes
TICK015389,CUST043207,2024-02-17,Refund,15.1,3.5,Yes
TICK015390,CUST022492,2025-04-27,Product Information,53.8,2.6,Yes
TICK015391,CUST049721,2024-06-03,Payment Issue,16.7,4.8,Yes
TICK015392,CUST018414,2024-08-15,Cancellation,22.9,5.0,Yes
TICK015393,CUST022716,2025-05-16,Product Quality,7.2,5.0,Yes
TICK015394,CUST017475,2025-05-01,Refund,6.1,3.2,Yes
TICK015395,CUST003004,2025-07-14,Delivery Delay,56.0,4.4,Yes
TICK015396,CUST006714,2025-01-24,Payment Issue,34.7,3.0,Yes
TICK015397,CUST029538,2025-04-14,Product Information,10.2,5.0,Yes
TICK015398,CUST011794,2025-09-14,Cancellation,20.1,4.7,Yes
TICK015399,CUST044026,2025-04-19,Account Access,17.9,4.9,Yes
TICK015400,CUST023648,2025-10-07,Payment Issue,21.4,2.7,Yes
TICK015401,CUST010869,2025-01-15,Product Information,7.4,3.7,Yes
TICK015402,CUST033789,2024-12-05,Account Access,19.3,3.7,Yes
TICK015403,CUST019866,2025-05-06,Product Information,6.1,4.4,Yes
TICK015404,CUST014062,2025-06-12,Product Information,13.9,4.3,Yes
TICK015405,CUST029128,2025-03-21,Delivery Delay,5.8,3.9,Yes
TICK015406,CUST015071,2025-10-16,Delivery Delay,4.1,4.3,Yes
TICK015407,CUST002649,2025-05-04,Product Information,9.1,3.3,Yes
TICK015408,CUST049157,2024-02-09,Account Access,29.6,4.2,Yes
TICK015409,CUST033083,2024-04-10,Product Information,16.5,3.1,Yes
TICK015410,CUST032956,2025-08-23,Account Access,10.0,5.0,Yes
TICK015411,CUST003869,2025-11-19,Delivery Delay,5.1,4.5,Yes
TICK015412,CUST043846,2024-01-14,Cancellation,42.3,3.1,Yes
TICK015413,CUST015682,2025-04-19,Payment Issue,53.0,4.7,Yes
TICK015414,CUST025421,2024-11-24,Delivery Delay,18.2,3.8,Yes
TICK015415,CUST016462,2025-02-10,Delivery Delay,16.0,3.8,Yes
TICK015416,CUST034966,2025-12-26,Refund,13.8,4.2,Yes
TICK015417,CUST004107,2024-01-05,Refund,12.1,4.3,Yes
TICK015418,CUST002960,2025-01-16,Payment Issue,19.3,4.0,Yes
TICK015419,CUST035490,2024-01-28,Cancellation,14.1,3.9,Yes
TICK015420,CUST020757,2024-12-03,Account Access,23.4,5.0,Yes
TICK015421,CUST044681,2025-09-03,Payment Issue,14.6,3.3,Yes
TICK015422,CUST040336,2024-09-06,Account Access,16.7,2.4,Yes
